,"Heavy","2-theta","Intensity"
,"","69.360","0.00382"
,"","69.380","0.00385"
,"","69.400","0.00460"
,"","69.420","0.00268"
,"","69.440","0.00253"
,"","69.460","0.00152"
,"","69.480","0.00227"
,"","69.500","0.00140"
,"","69.520","0.00259"
,"","69.540","0.00245"
,"","69.560","0.00096"
,"","69.580","0.00154"
,"","69.600","0.00154"
,"","69.620","0.00096"
,"","69.640","0.00245"
,"","69.660","0.00259"
,"","69.680","0.00245"
,"","69.700","0.00096"
,"","69.720","0.00154"
,"","69.740","0.00154"
,"","69.760","0.00000"
,"","69.780","0.00061"
,"","69.800","0.00440"
,"","69.820","0.00388"
,"","69.840","0.00927"
,"","69.860","0.01157"
,"","69.880","0.01419"
,"","69.900","0.01238"
,"","69.920","0.01457"
,"","69.940","0.01544"
,"","69.960","0.01026"
,"","69.980","0.00979"
,"","70.000","0.01480"
,"","70.020","0.01212"
,"","70.040","0.01652"
,"","70.060","0.01929"
,"","70.080","0.01987"
,"","70.100","0.01617"
,"","70.120","0.01766"
,"","70.140","0.01827"
,"","70.160","0.01404"
,"","70.180","0.01399"
,"","70.200","0.01317"
,"","70.220","0.00793"
,"","70.240","0.00565"
,"","70.260","0.00484"
,"","70.280","0.00000"
,"","70.300","0.00000"
,"","70.320","0.00000"
,"","70.340","0.00122"
,"","70.360","0.00399"
,"","70.380","0.00589"
,"","70.400","0.00586"
,"","70.420","0.00731"
,"","70.440","0.00760"
,"","70.460","0.00673"
,"","70.480","0.00469"
,"","70.500","0.00414"
,"","70.520","0.00061"
,"","70.540","0.00122"
,"","70.560","0.00047"
,"","70.580","0.00280"
,"","70.600","0.00291"
,"","70.620","0.00688"
,"","70.640","0.00862"
,"","70.660","0.00816"
,"","70.680","0.00889"
,"","70.700","0.00816"
,"","70.720","0.00597"
,"","70.740","0.00498"
,"","70.760","0.00073"
,"","70.780","0.00297"
,"","70.800","0.00119"
,"","70.820","0.00251"
,"","70.840","0.00425"
,"","70.860","0.00484"
,"","70.880","0.00691"
,"","70.900","0.00705"
,"","70.920","0.00632"
,"","70.940","0.00472"
,"","70.960","0.00224"
,"","70.980","0.00154"
,"","71.000","0.00000"
,"","71.020","0.00000"
,"","71.040","0.00050"
,"","71.060","0.00146"
,"","71.080","0.00312"
,"","71.100","0.00830"
,"","71.120","0.01378"
,"","71.140","0.02002"
,"","71.160","0.02407"
,"","71.180","0.02564"
,"","71.200","0.02550"
,"","71.220","0.02048"
,"","71.240","0.01483"
,"","71.260","0.01582"
,"","71.280","0.01576"
,"","71.300","0.02308"
,"","71.320","0.03010"
,"","71.340","0.03447"
,"","71.360","0.03619"
,"","71.380","0.03392"
,"","71.400","0.03313"
,"","71.420","0.02689"
,"","71.440","0.02780"
,"","71.460","0.02879"
,"","71.480","0.02803"
,"","71.500","0.03753"
,"","71.520","0.04662"
,"","71.540","0.06192"
,"","71.560","0.07401"
,"","71.580","0.07990"
,"","71.600","0.09260"
,"","71.620","0.10301"
,"","71.640","0.11073"
,"","71.660","0.10516"
,"","71.680","0.09502"
,"","71.700","0.08884"
,"","71.720","0.07521"
,"","71.740","0.06515"
,"","71.760","0.04310"
,"","71.780","0.02681"
,"","71.800","0.01964"
,"","71.820","0.01681"
,"","71.840","0.01375"
,"","71.860","0.01031"
,"","71.880","0.01128"
,"","71.900","0.01591"
,"","71.920","0.01372"
,"","71.940","0.01157"
,"","71.960","0.00393"
,"","71.980","0.00455"
,"","72.000","0.00629"
,"","72.020","0.00967"
,"","72.040","0.00967"
,"","72.060","0.00999"
,"","72.080","0.01253"
,"","72.100","0.01151"
,"","72.120","0.00903"
,"","72.140","0.00510"
,"","72.160","0.00000"
,"","72.180","0.00000"
,"","72.200","0.00000"
,"","72.220","0.00023"
,"","72.240","0.00227"
,"","72.260","0.00373"
,"","72.280","0.00460"
,"","72.300","0.00490"
,"","72.320","0.00460"
,"","72.340","0.00373"
,"","72.360","0.00227"
,"","72.380","0.00023"
,"","72.400","0.00026"
,"","72.420","0.00000"
,"","72.440","0.00000"
,"","72.460","0.00000"
,"","72.480","0.00000"
,"","72.500","0.00000"
,"","72.520","0.00000"
,"","72.540","0.00000"
,"","72.560","0.00000"
,"","72.580","0.00026"
,"","72.600","0.00128"
,"","72.620","0.00201"
,"","72.640","0.00140"
,"","72.660","0.00181"
,"","72.680","0.00399"
,"","72.700","0.00530"
,"","72.720","0.00574"
,"","72.740","0.00425"
,"","72.760","0.00425"
,"","72.780","0.00574"
,"","72.800","0.00530"
,"","72.820","0.00399"
,"","72.840","0.00076"
,"","72.860","0.00061"
,"","72.880","0.00355"
,"","72.900","0.00457"
,"","72.920","0.00367"
,"","72.940","0.00425"
,"","72.960","0.00632"
,"","72.980","0.00647"
,"","73.000","0.00574"
,"","73.020","0.00414"
,"","73.040","0.00166"
,"","73.060","0.00096"
,"","73.080","0.00128"
,"","73.100","0.00026"
,"","73.120","0.00000"
,"","73.140","0.00000"
,"","73.160","0.00000"
,"","73.180","0.00000"
,"","73.200","0.00000"
,"","73.220","0.00000"
,"","73.240","0.00026"
,"","73.260","0.00128"
,"","73.280","0.00201"
,"","73.300","0.00245"
,"","73.320","0.00259"
,"","73.340","0.00245"
,"","73.360","0.00201"
,"","73.380","0.00023"
,"","73.400","0.00052"
,"","73.420","0.00023"
,"","73.440","0.00096"
,"","73.460","0.00271"
,"","73.480","0.00388"
,"","73.500","0.00446"
,"","73.520","0.00236"
,"","73.540","0.00440"
,"","73.560","0.00527"
,"","73.580","0.00498"
,"","73.600","0.00618"
,"","73.620","0.00545"
,"","73.640","0.00385"
,"","73.660","0.00402"
,"","73.680","0.00256"
,"","73.700","0.00052"
,"","73.720","0.00000"
,"","73.740","0.00000"
,"","73.760","0.00000"
,"","73.780","0.00026"
,"","73.800","0.00128"
,"","73.820","0.00096"
,"","73.840","0.00271"
,"","73.860","0.00388"
,"","73.880","0.00446"
,"","73.900","0.00446"
,"","73.920","0.00388"
,"","73.940","0.00271"
,"","73.960","0.00000"
,"","73.980","0.00154"
,"","74.000","0.00154"
,"","74.020","0.00096"
,"","74.040","0.00140"
,"","74.060","0.00286"
,"","74.080","0.00373"
,"","74.100","0.00297"
,"","74.120","0.00294"
,"","74.140","0.00335"
,"","74.160","0.00495"
,"","74.180","0.00775"
,"","74.200","0.00833"
,"","74.220","0.00670"
,"","74.240","0.00522"
,"","74.260","0.00624"
,"","74.280","0.00606"
,"","74.300","0.00545"
,"","74.320","0.00676"
,"","74.340","0.00999"
,"","74.360","0.01279"
,"","74.380","0.01279"
,"","74.400","0.01104"
,"","74.420","0.00755"
,"","74.440","0.00495"
,"","74.460","0.00251"
,"","74.480","0.00050"
,"","74.500","0.00000"
,"","74.520","0.00000"
,"","74.540","0.00026"
,"","74.560","0.00128"
,"","74.580","0.00000"
,"","74.600","0.00192"
,"","74.620","0.00542"
,"","74.640","0.00775"
,"","74.660","0.00892"
,"","74.680","0.00892"
,"","74.700","0.00775"
,"","74.720","0.00542"
,"","74.740","0.00353"
,"","74.760","0.00207"
,"","74.780","0.00000"
,"","74.800","0.00000"
,"","74.820","0.00271"
,"","74.840","0.00388"
,"","74.860","0.00446"
,"","74.880","0.00446"
,"","74.900","0.00388"
,"","74.920","0.00271"
,"","74.940","0.00096"
,"","74.960","0.00023"
,"","74.980","0.00052"
,"","75.000","0.00023"
,"","75.020","0.00201"
,"","75.040","0.00245"
,"","75.060","0.00154"
,"","75.080","0.00166"
,"","75.100","0.00355"
,"","75.120","0.00457"
,"","75.140","0.00472"
,"","75.160","0.00399"
,"","75.180","0.00504"
,"","75.200","0.00446"
,"","75.220","0.00329"
,"","75.240","0.00050"
,"","75.260","0.00000"
,"","75.280","0.00023"
,"","75.300","0.00201"
,"","75.320","0.00140"
,"","75.340","0.00286"
,"","75.360","0.00373"
,"","75.380","0.00402"
,"","75.400","0.00373"
,"","75.420","0.00286"
,"","75.440","0.00035"
,"","75.460","0.00227"
,"","75.480","0.00256"
,"","75.500","0.00227"
,"","75.520","0.00035"
,"","75.540","0.00181"
,"","75.560","0.00399"
,"","75.580","0.00530"
,"","75.600","0.00574"
,"","75.620","0.00530"
,"","75.640","0.00399"
,"","75.660","0.00446"
,"","75.680","0.00224"
,"","75.700","0.00181"
,"","75.720","0.00050"
,"","75.740","0.00000"
,"","75.760","0.00271"
,"","75.780","0.00283"
,"","75.800","0.00472"
,"","75.820","0.00469"
,"","75.840","0.00615"
,"","75.860","0.00644"
,"","75.880","0.00557"
,"","75.900","0.00618"
,"","75.920","0.00487"
,"","75.940","0.00163"
,"","75.960","0.00253"
,"","75.980","0.00152"
,"","76.000","0.00227"
,"","76.020","0.00000"
,"","76.040","0.00312"
,"","76.060","0.00501"
,"","76.080","0.00603"
,"","76.100","0.00618"
,"","76.120","0.00545"
,"","76.140","0.00385"
,"","76.160","0.00402"
,"","76.180","0.00256"
,"","76.200","0.00000"
,"","76.220","0.00000"
,"","76.240","0.00154"
,"","76.260","0.00329"
,"","76.280","0.00446"
,"","76.300","0.00504"
,"","76.320","0.00399"
,"","76.340","0.00472"
,"","76.360","0.00457"
,"","76.380","0.00251"
,"","76.400","0.00087"
,"","76.420","0.00309"
,"","76.440","0.00574"
,"","76.460","0.00437"
,"","76.480","0.00685"
,"","76.500","0.00787"
,"","76.520","0.00743"
,"","76.540","0.00819"
,"","76.560","0.00673"
,"","76.580","0.00411"
,"","76.600","0.00297"
,"","76.620","0.00256"
,"","76.640","0.00052"
,"","76.660","0.00000"
,"","76.680","0.00000"
,"","76.700","0.00000"
,"","76.720","0.00000"
,"","76.740","0.00000"
,"","76.760","0.00000"
,"","76.780","0.00000"
,"","76.800","0.00000"
,"","76.820","0.00000"
,"","76.840","0.00000"
,"","76.860","0.00000"
,"","76.880","0.00026"
,"","76.900","0.00128"
,"","76.920","0.00201"
,"","76.940","0.00245"
,"","76.960","0.00259"
,"","76.980","0.00140"
,"","77.000","0.00227"
,"","77.020","0.00256"
,"","77.040","0.00227"
,"","77.060","0.00035"
,"","77.080","0.00181"
,"","77.100","0.00399"
,"","77.120","0.00425"
,"","77.140","0.00600"
,"","77.160","0.00659"
,"","77.180","0.00600"
,"","77.200","0.00691"
,"","77.220","0.00589"
,"","77.240","0.00399"
,"","77.260","0.00017"
,"","77.280","0.00050"
,"","77.300","0.00050"
,"","77.320","0.00122"
,"","77.340","0.00373"
,"","77.360","0.00460"
,"","77.380","0.00385"
,"","77.400","0.00487"
,"","77.420","0.00501"
,"","77.440","0.00323"
,"","77.460","0.00294"
,"","77.480","0.00414"
,"","77.500","0.00236"
,"","77.520","0.00472"
,"","77.540","0.00411"
,"","77.560","0.00498"
,"","77.580","0.00469"
,"","77.600","0.00589"
,"","77.620","0.00516"
,"","77.640","0.00355"
,"","77.660","0.00268"
,"","77.680","0.00253"
,"","77.700","0.00152"
,"","77.720","0.00227"
,"","77.740","0.00140"
,"","77.760","0.00259"
,"","77.780","0.00245"
,"","77.800","0.00201"
,"","77.820","0.00128"
,"","77.840","0.00000"
,"","77.860","0.00000"
,"","77.880","0.00128"
,"","77.900","0.00201"
,"","77.920","0.00245"
,"","77.940","0.00259"
,"","77.960","0.00245"
,"","77.980","0.00201"
,"","78.000","0.00128"
,"","78.020","0.00026"
,"","78.040","0.00000"
,"","78.060","0.00000"
,"","78.080","0.00000"
,"","78.100","0.00000"
,"","78.120","0.00000"
,"","78.140","0.00000"
,"","78.160","0.00000"
,"","78.180","0.00000"
,"","78.200","0.00026"
,"","78.220","0.00128"
,"","78.240","0.00201"
,"","78.260","0.00245"
,"","78.280","0.00259"
,"","78.300","0.00245"
,"","78.320","0.00096"
,"","78.340","0.00154"
,"","78.360","0.00154"
,"","78.380","0.00096"
,"","78.400","0.00245"
,"","78.420","0.00259"
,"","78.440","0.00140"
,"","78.460","0.00227"
,"","78.480","0.00256"
,"","78.500","0.00227"
,"","78.520","0.00140"
,"","78.540","0.00154"
,"","78.560","0.00166"
,"","78.580","0.00146"
,"","78.600","0.00300"
,"","78.620","0.00676"
,"","78.640","0.00664"
,"","78.660","0.01419"
,"","78.680","0.01696"
,"","78.700","0.02145"
,"","78.720","0.03170"
,"","78.740","0.03995"
,"","78.760","0.04665"
,"","78.780","0.04181"
,"","78.800","0.04645"
,"","78.820","0.04650"
,"","78.840","0.04272"
,"","78.860","0.04004"
,"","78.880","0.03703"
,"","78.900","0.05478"
,"","78.920","0.08042"
,"","78.940","0.10770"
,"","78.960","0.12428"
,"","78.980","0.13366"
,"","79.000","0.13503"
,"","79.020","0.13177"
,"","79.040","0.12163"
,"","79.060","0.09834"
,"","79.080","0.08077"
,"","79.100","0.07156"
,"","79.120","0.06594"
,"","79.140","0.06693"
,"","79.160","0.06335"
,"","79.180","0.05458"
,"","79.200","0.04388"
,"","79.220","0.04324"
,"","79.240","0.04018"
,"","79.260","0.02765"
,"","79.280","0.02311"
,"","79.300","0.01766"
,"","79.320","0.01853"
,"","79.340","0.01874"
,"","79.360","0.01935"
,"","79.380","0.01480"
,"","79.400","0.01856"
,"","79.420","0.01699"
,"","79.440","0.01617"
,"","79.460","0.01034"
,"","79.480","0.00956"
,"","79.500","0.00519"
,"","79.520","0.00303"
,"","79.540","0.00073"
,"","79.560","0.00122"
,"","79.580","0.00140"
,"","79.600","0.00154"
,"","79.620","0.00271"
,"","79.640","0.00329"
,"","79.660","0.00224"
,"","79.680","0.00192"
,"","79.700","0.00204"
,"","79.720","0.00495"
,"","79.740","0.00801"
,"","79.760","0.00962"
,"","79.780","0.00976"
,"","79.800","0.00740"
,"","79.820","0.00860"
,"","79.840","0.00728"
,"","79.860","0.00452"
,"","79.880","0.00294"
,"","79.900","0.00181"
,"","79.920","0.00140"
,"","79.940","0.00096"
,"","79.960","0.00154"
,"","79.980","0.00154"
,"","80.000","0.00096"
,"","80.020","0.00245"
,"","80.040","0.00259"
,"","80.060","0.00245"
,"","80.080","0.00201"
,"","80.100","0.00128"
,"","80.120","0.00026"
,"","80.140","0.00000"
,"","80.160","0.00000"
,"","80.180","0.00000"
,"","80.200","0.00000"
,"","80.220","0.00000"
,"","80.240","0.00000"
,"","80.260","0.00000"
,"","80.280","0.00000"
,"","80.300","0.00026"
,"","80.320","0.00128"
,"","80.340","0.00201"
,"","80.360","0.00245"
,"","80.380","0.00259"
,"","80.400","0.00245"
,"","80.420","0.00201"
,"","80.440","0.00128"
,"","80.460","0.00026"
,"","80.480","0.00000"
,"","80.500","0.00000"
,"","80.520","0.00000"
,"","80.540","0.00000"
,"","80.560","0.00000"
,"","80.580","0.00000"
,"","80.600","0.00000"
,"","80.620","0.00000"
,"","80.640","0.00000"
,"","80.660","0.00000"
,"","80.680","0.00000"
,"","80.700","0.00000"
,"","80.720","0.00000"
,"","80.740","0.00052"
,"","80.760","0.00152"
,"","80.780","0.00323"
,"","80.800","0.00644"
,"","80.820","0.00848"
,"","80.840","0.00935"
,"","80.860","0.00906"
,"","80.880","0.00760"
,"","80.900","0.00498"
,"","80.920","0.00119"
,"","80.940","0.00154"
,"","80.960","0.00000"
,"","80.980","0.00000"
,"","81.000","0.00128"
,"","81.020","0.00201"
,"","81.040","0.00245"
,"","81.060","0.00259"
,"","81.080","0.00245"
,"","81.100","0.00201"
,"","81.120","0.00128"
,"","81.140","0.00026"
,"","81.160","0.00000"
,"","81.180","0.00000"
,"","81.200","0.00000"
,"","81.220","0.00000"
,"","81.240","0.00026"
,"","81.260","0.00023"
,"","81.280","0.00227"
,"","81.300","0.00373"
,"","81.320","0.00460"
,"","81.340","0.00490"
,"","81.360","0.00355"
,"","81.380","0.00399"
,"","81.400","0.00251"
,"","81.420","0.00146"
,"","81.440","0.00321"
,"","81.460","0.00510"
,"","81.480","0.00819"
,"","81.500","0.00906"
,"","81.520","0.00877"
,"","81.540","0.00731"
,"","81.560","0.00469"
,"","81.580","0.00355"
,"","81.600","0.00050"
,"","81.620","0.00000"
,"","81.640","0.00000"
,"","81.660","0.00000"
,"","81.680","0.00000"
,"","81.700","0.00000"
,"","81.720","0.00000"
,"","81.740","0.00000"
,"","81.760","0.00000"
,"","81.780","0.00000"
,"","81.800","0.00000"
,"","81.820","0.00000"
,"","81.840","0.00000"
,"","81.860","0.00026"
,"","81.880","0.00128"
,"","81.900","0.00201"
,"","81.920","0.00245"
,"","81.940","0.00259"
,"","81.960","0.00245"
,"","81.980","0.00201"
,"","82.000","0.00128"
,"","82.020","0.00026"
,"","82.040","0.00000"
,"","82.060","0.00000"
,"","82.080","0.00000"
,"","82.100","0.00000"
,"","82.120","0.00026"
,"","82.140","0.00128"
,"","82.160","0.00201"
,"","82.180","0.00245"
,"","82.200","0.00259"
,"","82.220","0.00245"
,"","82.240","0.00201"
,"","82.260","0.00128"
,"","82.280","0.00026"
,"","82.300","0.00000"
,"","82.320","0.00000"
,"","82.340","0.00000"
,"","82.360","0.00000"
,"","82.380","0.00000"
,"","82.400","0.00000"
,"","82.420","0.00000"
,"","82.440","0.00000"
,"","82.460","0.00026"
,"","82.480","0.00023"
,"","82.500","0.00122"
,"","82.520","0.00399"
,"","82.540","0.00589"
,"","82.560","0.00691"
,"","82.580","0.00600"
,"","82.600","0.00659"
,"","82.620","0.00600"
,"","82.640","0.00425"
,"","82.660","0.00294"
,"","82.680","0.00207"
,"","82.700","0.00268"
,"","82.720","0.00192"
,"","82.740","0.00425"
,"","82.760","0.00542"
,"","82.780","0.00542"
,"","82.800","0.00691"
,"","82.820","0.00647"
,"","82.840","0.00516"
,"","82.860","0.00192"
,"","82.880","0.00283"
,"","82.900","0.00181"
,"","82.920","0.00000"
,"","82.940","0.00245"
,"","82.960","0.00259"
,"","82.980","0.00245"
,"","83.000","0.00201"
,"","83.020","0.00023"
,"","83.040","0.00052"
,"","83.060","0.00023"
,"","83.080","0.00201"
,"","83.100","0.00245"
,"","83.120","0.00259"
,"","83.140","0.00035"
,"","83.160","0.00253"
,"","83.180","0.00385"
,"","83.200","0.00428"
,"","83.220","0.00385"
,"","83.240","0.00519"
,"","83.260","0.00490"
,"","83.280","0.00402"
,"","83.300","0.00256"
,"","83.320","0.00052"
,"","83.340","0.00000"
,"","83.360","0.00000"
,"","83.380","0.00000"
,"","83.400","0.00000"
,"","83.420","0.00154"
,"","83.440","0.00329"
,"","83.460","0.00446"
,"","83.480","0.00504"
,"","83.500","0.00504"
,"","83.520","0.00446"
,"","83.540","0.00329"
,"","83.560","0.00050"
,"","83.580","0.00000"
,"","83.600","0.00000"
,"","83.620","0.00227"
,"","83.640","0.00373"
,"","83.660","0.00460"
,"","83.680","0.00490"
,"","83.700","0.00460"
,"","83.720","0.00373"
,"","83.740","0.00227"
,"","83.760","0.00023"
,"","83.780","0.00026"
,"","83.800","0.00000"
,"","83.820","0.00000"
,"","83.840","0.00000"
,"","83.860","0.00000"
,"","83.880","0.00000"
,"","83.900","0.00000"
,"","83.920","0.00000"
,"","83.940","0.00000"
,"","83.960","0.00000"
,"","83.980","0.00000"
,"","84.000","0.00052"
,"","84.020","0.00256"
,"","84.040","0.00297"
,"","84.060","0.00516"
,"","84.080","0.00647"
,"","84.100","0.00691"
,"","84.120","0.00647"
,"","84.140","0.00516"
,"","84.160","0.00297"
,"","84.180","0.00000"
,"","84.200","0.00128"
,"","84.220","0.00026"
,"","84.240","0.00000"
,"","84.260","0.00000"
,"","84.280","0.00000"
,"","84.300","0.00026"
,"","84.320","0.00023"
,"","84.340","0.00227"
,"","84.360","0.00268"
,"","84.380","0.00487"
,"","84.400","0.00618"
,"","84.420","0.00661"
,"","84.440","0.00618"
,"","84.460","0.00487"
,"","84.480","0.00268"
,"","84.500","0.00227"
,"","84.520","0.00023"
,"","84.540","0.00026"
,"","84.560","0.00000"
,"","84.580","0.00000"
,"","84.600","0.00000"
,"","84.620","0.00000"
,"","84.640","0.00000"
,"","84.660","0.00000"
,"","84.680","0.00000"
,"","84.700","0.00000"
,"","84.720","0.00000"
,"","84.740","0.00000"
,"","84.760","0.00000"
,"","84.780","0.00000"
,"","84.800","0.00000"
,"","84.820","0.00000"
,"","84.840","0.00000"
,"","84.860","0.00000"
,"","84.880","0.00026"
,"","84.900","0.00128"
,"","84.920","0.00201"
,"","84.940","0.00245"
,"","84.960","0.00259"
,"","84.980","0.00245"
,"","85.000","0.00201"
,"","85.020","0.00128"
,"","85.040","0.00026"
,"","85.060","0.00000"
,"","85.080","0.00000"
,"","85.100","0.00000"
,"","85.120","0.00000"
,"","85.140","0.00000"
,"","85.160","0.00000"
,"","85.180","0.00000"
,"","85.200","0.00000"
,"","85.220","0.00000"
,"","85.240","0.00000"
,"","85.260","0.00000"
,"","85.280","0.00000"
,"","85.300","0.00026"
,"","85.320","0.00023"
,"","85.340","0.00227"
,"","85.360","0.00373"
,"","85.380","0.00355"
,"","85.400","0.00411"
,"","85.420","0.00615"
,"","85.440","0.00702"
,"","85.460","0.00673"
,"","85.480","0.00527"
,"","85.500","0.00530"
,"","85.520","0.00341"
,"","85.540","0.00329"
,"","85.560","0.00154"
,"","85.580","0.00000"
,"","85.600","0.00000"
,"","85.620","0.00000"
,"","85.640","0.00000"
,"","85.660","0.00000"
,"","85.680","0.00000"
,"","85.700","0.00000"
,"","85.720","0.00000"
,"","85.740","0.00000"
,"","85.760","0.00000"
,"","85.780","0.00178"
,"","85.800","0.00557"
,"","85.820","0.00819"
,"","85.840","0.00860"
,"","85.860","0.01020"
,"","85.880","0.01034"
,"","85.900","0.00903"
,"","85.920","0.00626"
,"","85.940","0.00099"
,"","85.960","0.00192"
,"","85.980","0.00224"
,"","86.000","0.00329"
,"","86.020","0.00166"
,"","86.040","0.00181"
,"","86.060","0.00268"
,"","86.080","0.00323"
,"","86.100","0.00527"
,"","86.120","0.00615"
,"","86.140","0.00586"
,"","86.160","0.00705"
,"","86.180","0.00527"
,"","86.200","0.00393"
,"","86.220","0.00379"
,"","86.240","0.00484"
,"","86.260","0.00367"
,"","86.280","0.00399"
,"","86.300","0.00504"
,"","86.320","0.00446"
,"","86.340","0.00329"
,"","86.360","0.00154"
,"","86.380","0.00000"
,"","86.400","0.00000"
,"","86.420","0.00000"
,"","86.440","0.00000"
,"","86.460","0.00000"
,"","86.480","0.00000"
,"","86.500","0.00000"
,"","86.520","0.00000"
,"","86.540","0.00000"
,"","86.560","0.00000"
,"","86.580","0.00000"
,"","86.600","0.00000"
,"","86.620","0.00000"
,"","86.640","0.00000"
,"","86.660","0.00000"
,"","86.680","0.00026"
,"","86.700","0.00128"
,"","86.720","0.00201"
,"","86.740","0.00245"
,"","86.760","0.00259"
,"","86.780","0.00245"
,"","86.800","0.00201"
,"","86.820","0.00128"
,"","86.840","0.00026"
,"","86.860","0.00000"
,"","86.880","0.00026"
,"","86.900","0.00128"
,"","86.920","0.00096"
,"","86.940","0.00271"
,"","86.960","0.00388"
,"","86.980","0.00341"
,"","87.000","0.00367"
,"","87.020","0.00437"
,"","87.040","0.00626"
,"","87.060","0.00670"
,"","87.080","0.00833"
,"","87.100","0.00670"
,"","87.120","0.00626"
,"","87.140","0.00597"
,"","87.160","0.00583"
,"","87.180","0.00422"
,"","87.200","0.00382"
,"","87.220","0.00175"
,"","87.240","0.00513"
,"","87.260","0.00629"
,"","87.280","0.00629"
,"","87.300","0.00513"
,"","87.320","0.00545"
,"","87.340","0.00385"
,"","87.360","0.00402"
,"","87.380","0.00256"
,"","87.400","0.00052"
,"","87.420","0.00000"
,"","87.440","0.00000"
,"","87.460","0.00000"
,"","87.480","0.00000"
,"","87.500","0.00000"
,"","87.520","0.00000"
,"","87.540","0.00000"
,"","87.560","0.00000"
,"","87.580","0.00000"
,"","87.600","0.00000"
,"","87.620","0.00000"
,"","87.640","0.00000"
,"","87.660","0.00000"
,"","87.680","0.00026"
,"","87.700","0.00128"
,"","87.720","0.00201"
,"","87.740","0.00245"
,"","87.760","0.00259"
,"","87.780","0.00245"
,"","87.800","0.00201"
,"","87.820","0.00023"
,"","87.840","0.00052"
,"","87.860","0.00023"
,"","87.880","0.00096"
,"","87.900","0.00166"
,"","87.920","0.00414"
,"","87.940","0.00574"
,"","87.960","0.00647"
,"","87.980","0.00527"
,"","88.000","0.00557"
,"","88.020","0.00469"
,"","88.040","0.00530"
,"","88.060","0.00399"
,"","88.080","0.00181"
,"","88.100","0.00140"
,"","88.120","0.00201"
,"","88.140","0.00128"
,"","88.160","0.00026"
,"","88.180","0.00000"
,"","88.200","0.00000"
,"","88.220","0.00000"
,"","88.240","0.00000"
,"","88.260","0.00000"
,"","88.280","0.00000"
,"","88.300","0.00000"
,"","88.320","0.00000"
,"","88.340","0.00000"
,"","88.360","0.00026"
,"","88.380","0.00128"
,"","88.400","0.00201"
,"","88.420","0.00245"
,"","88.440","0.00259"
,"","88.460","0.00245"
,"","88.480","0.00201"
,"","88.500","0.00128"
,"","88.520","0.00026"
,"","88.540","0.00000"
,"","88.560","0.00026"
,"","88.580","0.00128"
,"","88.600","0.00201"
,"","88.620","0.00035"
,"","88.640","0.00312"
,"","88.660","0.00501"
,"","88.680","0.00603"
,"","88.700","0.00513"
,"","88.720","0.00571"
,"","88.740","0.00408"
,"","88.760","0.00629"
,"","88.780","0.00629"
,"","88.800","0.00513"
,"","88.820","0.00280"
,"","88.840","0.00355"
,"","88.860","0.00399"
,"","88.880","0.00355"
,"","88.900","0.00224"
,"","88.920","0.00271"
,"","88.940","0.00050"
,"","88.960","0.00271"
,"","88.980","0.00329"
,"","89.000","0.00329"
,"","89.020","0.00271"
,"","89.040","0.00154"
,"","89.060","0.00245"
,"","89.080","0.00201"
,"","89.100","0.00128"
,"","89.120","0.00026"
,"","89.140","0.00000"
,"","89.160","0.00000"
,"","89.180","0.00000"
,"","89.200","0.00000"
,"","89.220","0.00000"
,"","89.240","0.00000"
,"","89.260","0.00000"
,"","89.280","0.00000"
,"","89.300","0.00000"
,"","89.320","0.00000"
,"","89.340","0.00000"
,"","89.360","0.00000"
,"","89.380","0.00000"
,"","89.400","0.00000"
,"","89.420","0.00026"
,"","89.440","0.00128"
,"","89.460","0.00201"
,"","89.480","0.00245"
,"","89.500","0.00259"
,"","89.520","0.00140"
,"","89.540","0.00122"
,"","89.560","0.00283"
,"","89.580","0.00355"
,"","89.600","0.00341"
,"","89.620","0.00504"
,"","89.640","0.00504"
,"","89.660","0.00446"
,"","89.680","0.00329"
,"","89.700","0.00050"
,"","89.720","0.00000"
,"","89.740","0.00023"
,"","89.760","0.00201"
,"","89.780","0.00245"
,"","89.800","0.00259"
,"","89.820","0.00245"
,"","89.840","0.00201"
,"","89.860","0.00023"
,"","89.880","0.00052"
,"","89.900","0.00023"
,"","89.920","0.00021"
,"","89.940","0.00059"
,"","89.960","0.00139"
,"","89.980","0.00259"
,"","90.000","0.00420"
,"","",""
,"Heavy(1)","2-theta","Intensity"
,"","13.000","0.00019"
,"","13.020","0.00062"
,"","13.040","0.00094"
,"","13.060","0.00114"
,"","13.080","0.00122"
,"","13.100","0.00119"
,"","13.120","0.00060"
,"","13.140","0.00048"
,"","13.160","0.00013"
,"","13.180","0.00026"
,"","13.200","0.00065"
,"","13.220","0.00069"
,"","13.240","0.00065"
,"","13.260","0.00054"
,"","13.280","0.00034"
,"","13.300","0.00007"
,"","13.320","0.00000"
,"","13.340","0.00007"
,"","13.360","0.00034"
,"","13.380","0.00054"
,"","13.400","0.00065"
,"","13.420","0.00069"
,"","13.440","0.00065"
,"","13.460","0.00054"
,"","13.480","0.00034"
,"","13.500","0.00007"
,"","13.520","0.00000"
,"","13.540","0.00000"
,"","13.560","0.00000"
,"","13.580","0.00000"
,"","13.600","0.00000"
,"","13.620","0.00041"
,"","13.640","0.00060"
,"","13.660","0.00098"
,"","13.680","0.00176"
,"","13.700","0.00194"
,"","13.720","0.00217"
,"","13.740","0.00179"
,"","13.760","0.00284"
,"","13.780","0.00291"
