,"Heavy","2-theta","Intensity"
,"","26.360","0.07034"
,"","26.380","0.06553"
,"","26.400","0.06623"
,"","26.420","0.07908"
,"","26.440","0.09432"
,"","26.460","0.10542"
,"","26.480","0.09942"
,"","26.500","0.09727"
,"","26.520","0.10140"
,"","26.540","0.08803"
,"","26.560","0.07337"
,"","26.580","0.06606"
,"","26.600","0.05997"
,"","26.620","0.07445"
,"","26.640","0.07392"
,"","26.660","0.07602"
,"","26.680","0.08092"
,"","26.700","0.09383"
,"","26.720","0.09391"
,"","26.740","0.08640"
,"","26.760","0.08791"
,"","26.780","0.08584"
,"","26.800","0.07774"
,"","26.820","0.08130"
,"","26.840","0.07859"
,"","26.860","0.07824"
,"","26.880","0.09552"
,"","26.900","0.09520"
,"","26.920","0.09444"
,"","26.940","0.08870"
,"","26.960","0.08535"
,"","26.980","0.08858"
,"","27.000","0.08004"
,"","27.020","0.07092"
,"","27.040","0.06501"
,"","27.060","0.06078"
,"","27.080","0.07145"
,"","27.100","0.06169"
,"","27.120","0.06230"
,"","27.140","0.06883"
,"","27.160","0.06868"
,"","27.180","0.07512"
,"","27.200","0.06987"
,"","27.220","0.06839"
,"","27.240","0.06408"
,"","27.260","0.07191"
,"","27.280","0.07771"
,"","27.300","0.06839"
,"","27.320","0.07104"
,"","27.340","0.08010"
,"","27.360","0.06402"
,"","27.380","0.06781"
,"","27.400","0.06332"
,"","27.420","0.06195"
,"","27.440","0.05927"
,"","27.460","0.05831"
,"","27.480","0.05015"
,"","27.500","0.04074"
,"","27.520","0.05685"
,"","27.540","0.06920"
,"","27.560","0.07634"
,"","27.580","0.08517"
,"","27.600","0.08392"
,"","27.620","0.08750"
,"","27.640","0.07830"
,"","27.660","0.06026"
,"","27.680","0.04814"
,"","27.700","0.04484"
,"","27.720","0.05627"
,"","27.740","0.06169"
,"","27.760","0.06405"
,"","27.780","0.06428"
,"","27.800","0.07459"
,"","27.820","0.08835"
,"","27.840","0.08756"
,"","27.860","0.07856"
,"","27.880","0.07873"
,"","27.900","0.07993"
,"","27.920","0.07978"
,"","27.940","0.07299"
,"","27.960","0.06399"
,"","27.980","0.06702"
,"","28.000","0.08179"
,"","28.020","0.09508"
,"","28.040","0.09971"
,"","28.060","0.09380"
,"","28.080","0.09397"
,"","28.100","0.09627"
,"","28.120","0.08651"
,"","28.140","0.07110"
,"","28.160","0.06947"
,"","28.180","0.06952"
,"","28.200","0.07177"
,"","28.220","0.06923"
,"","28.240","0.06434"
,"","28.260","0.05816"
,"","28.280","0.05053"
,"","28.300","0.04607"
,"","28.320","0.03161"
,"","28.340","0.03132"
,"","28.360","0.05050"
,"","28.380","0.05705"
,"","28.400","0.05624"
,"","28.420","0.06093"
,"","28.440","0.05612"
,"","28.460","0.06151"
,"","28.480","0.05854"
,"","28.500","0.05507"
,"","28.520","0.05195"
,"","28.540","0.05117"
,"","28.560","0.04889"
,"","28.580","0.04426"
,"","28.600","0.05624"
,"","28.620","0.06341"
,"","28.640","0.06396"
,"","28.660","0.07296"
,"","28.680","0.07049"
,"","28.700","0.07617"
,"","28.720","0.07410"
,"","28.740","0.06189"
,"","28.760","0.05058"
,"","28.780","0.05417"
,"","28.800","0.06617"
,"","28.820","0.07547"
,"","28.840","0.08060"
,"","28.860","0.07765"
,"","28.880","0.07480"
,"","28.900","0.07267"
,"","28.920","0.06606"
,"","28.940","0.05801"
,"","28.960","0.05356"
,"","28.980","0.04648"
,"","29.000","0.05021"
,"","29.020","0.07151"
,"","29.040","0.07666"
,"","29.060","0.08010"
,"","29.080","0.08599"
,"","29.100","0.07640"
,"","29.120","0.07873"
,"","29.140","0.07119"
,"","29.160","0.05621"
,"","29.180","0.04744"
,"","29.200","0.05778"
,"","29.220","0.05796"
,"","29.240","0.05510"
,"","29.260","0.06099"
,"","29.280","0.06510"
,"","29.300","0.06451"
,"","29.320","0.06349"
,"","29.340","0.05414"
,"","29.360","0.05265"
,"","29.380","0.06090"
,"","29.400","0.06445"
,"","29.420","0.06658"
,"","29.440","0.06620"
,"","29.460","0.07626"
,"","29.480","0.08293"
,"","29.500","0.08433"
,"","29.520","0.07987"
,"","29.540","0.07978"
,"","29.560","0.07730"
,"","29.580","0.07614"
,"","29.600","0.07203"
,"","29.620","0.07739"
,"","29.640","0.06903"
,"","29.660","0.07072"
,"","29.680","0.06754"
,"","29.700","0.07203"
,"","29.720","0.08013"
,"","29.740","0.07742"
,"","29.760","0.07049"
,"","29.780","0.07346"
,"","29.800","0.09400"
,"","29.820","0.11140"
,"","29.840","0.11513"
,"","29.860","0.11516"
,"","29.880","0.10653"
,"","29.900","0.10752"
,"","29.920","0.10024"
,"","29.940","0.07567"
,"","29.960","0.06381"
,"","29.980","0.06888"
,"","30.000","0.09575"
,"","30.020","0.09869"
,"","30.040","0.10764"
,"","30.060","0.10047"
,"","30.080","0.10134"
,"","30.100","0.10070"
,"","30.120","0.09362"
,"","30.140","0.07908"
,"","30.160","0.07223"
,"","30.180","0.06775"
,"","30.200","0.07066"
,"","30.220","0.06821"
,"","30.240","0.07984"
,"","30.260","0.07969"
,"","30.280","0.09263"
,"","30.300","0.08433"
,"","30.320","0.08657"
,"","30.340","0.07929"
,"","30.360","0.06987"
,"","30.380","0.05472"
,"","30.400","0.05029"
,"","30.420","0.05586"
,"","30.440","0.06096"
,"","30.460","0.06279"
,"","30.480","0.05533"
,"","30.500","0.04359"
,"","30.520","0.05210"
,"","30.540","0.04589"
,"","30.560","0.04575"
,"","30.580","0.03741"
,"","30.600","0.04770"
,"","30.620","0.05583"
,"","30.640","0.06466"
,"","30.660","0.07299"
,"","30.680","0.07002"
,"","30.700","0.06577"
,"","30.720","0.06684"
,"","30.740","0.05953"
,"","30.760","0.05359"
,"","30.780","0.04615"
,"","30.800","0.05204"
,"","30.820","0.04682"
,"","30.840","0.04930"
,"","30.860","0.04668"
,"","30.880","0.03945"
,"","30.900","0.03156"
,"","30.920","0.03925"
,"","30.940","0.05003"
,"","30.960","0.05699"
,"","30.980","0.06620"
,"","31.000","0.07529"
,"","31.020","0.07005"
,"","31.040","0.06542"
,"","31.060","0.06233"
,"","31.080","0.05469"
,"","31.100","0.05093"
,"","31.120","0.06139"
,"","31.140","0.06279"
,"","31.160","0.05810"
,"","31.180","0.05338"
,"","31.200","0.04965"
,"","31.220","0.04444"
,"","31.240","0.05137"
,"","31.260","0.05918"
,"","31.280","0.05659"
,"","31.300","0.06938"
,"","31.320","0.07541"
,"","31.340","0.06521"
,"","31.360","0.06163"
,"","31.380","0.04575"
,"","31.400","0.04683"
,"","31.420","0.05009"
,"","31.440","0.05088"
,"","31.460","0.05676"
,"","31.480","0.06311"
,"","31.500","0.07626"
,"","31.520","0.08377"
,"","31.540","0.08342"
,"","31.560","0.08523"
,"","31.580","0.07022"
,"","31.600","0.07346"
,"","31.620","0.06603"
,"","31.640","0.05583"
,"","31.660","0.05192"
,"","31.680","0.06145"
,"","31.700","0.05574"
,"","31.720","0.05886"
,"","31.740","0.05868"
,"","31.760","0.05807"
,"","31.780","0.05883"
,"","31.800","0.05705"
,"","31.820","0.05461"
,"","31.840","0.05297"
,"","31.860","0.06466"
,"","31.880","0.08304"
,"","31.900","0.07707"
,"","31.920","0.07649"
,"","31.940","0.07710"
,"","31.960","0.07285"
,"","31.980","0.07084"
,"","32.000","0.06285"
,"","32.020","0.05449"
,"","32.040","0.05353"
,"","32.060","0.05621"
,"","32.080","0.05187"
,"","32.100","0.04074"
,"","32.120","0.03389"
,"","32.140","0.03138"
,"","32.160","0.03502"
,"","32.180","0.04321"
,"","32.200","0.05149"
,"","32.220","0.05530"
,"","32.240","0.06460"
,"","32.260","0.06638"
,"","32.280","0.07107"
,"","32.300","0.06891"
,"","32.320","0.05761"
,"","32.340","0.05009"
,"","32.360","0.05868"
,"","32.380","0.05469"
,"","32.400","0.05813"
,"","32.420","0.05612"
,"","32.440","0.06005"
,"","32.460","0.05449"
,"","32.480","0.05449"
,"","32.500","0.04630"
,"","32.520","0.04033"
,"","32.540","0.04782"
,"","32.560","0.06250"
,"","32.580","0.06699"
,"","32.600","0.07314"
,"","32.620","0.07384"
,"","32.640","0.07299"
,"","32.660","0.05560"
,"","32.680","0.05032"
,"","32.700","0.05053"
,"","32.720","0.05204"
,"","32.740","0.05866"
,"","32.760","0.06719"
,"","32.780","0.06897"
,"","32.800","0.06428"
,"","32.820","0.06078"
,"","32.840","0.05373"
,"","32.860","0.04464"
,"","32.880","0.04828"
,"","32.900","0.05396"
,"","32.920","0.04464"
,"","32.940","0.05321"
,"","32.960","0.05702"
,"","32.980","0.05163"
,"","33.000","0.05458"
,"","33.020","0.05134"
,"","33.040","0.05120"
,"","33.060","0.05099"
,"","33.080","0.05860"
,"","33.100","0.06419"
,"","33.120","0.05880"
,"","33.140","0.06099"
,"","33.160","0.05160"
,"","33.180","0.04747"
,"","33.200","0.04525"
,"","33.220","0.03502"
,"","33.240","0.02864"
,"","33.260","0.02590"
,"","33.280","0.03030"
,"","33.300","0.04263"
,"","33.320","0.04464"
,"","33.340","0.04345"
,"","33.360","0.04091"
,"","33.380","0.04336"
,"","33.400","0.03625"
,"","33.420","0.04496"
,"","33.440","0.05329"
,"","33.460","0.05889"
,"","33.480","0.05918"
,"","33.500","0.06477"
,"","33.520","0.06195"
,"","33.540","0.05327"
,"","33.560","0.04790"
,"","33.580","0.03931"
,"","33.600","0.03543"
,"","33.620","0.04586"
,"","33.640","0.04703"
,"","33.660","0.04627"
,"","33.680","0.04275"
,"","33.700","0.03832"
,"","33.720","0.03721"
,"","33.740","0.04275"
,"","33.760","0.04543"
,"","33.780","0.04548"
,"","33.800","0.06539"
,"","33.820","0.07110"
,"","33.840","0.07416"
,"","33.860","0.08366"
,"","33.880","0.08243"
,"","33.900","0.07940"
,"","33.920","0.07171"
,"","33.940","0.06396"
,"","33.960","0.05845"
,"","33.980","0.05597"
,"","34.000","0.05755"
,"","34.020","0.05108"
,"","34.040","0.05233"
,"","34.060","0.05169"
,"","34.080","0.05752"
,"","34.100","0.06550"
,"","34.120","0.05726"
,"","34.140","0.05571"
,"","34.160","0.05886"
,"","34.180","0.05172"
,"","34.200","0.05233"
,"","34.220","0.05254"
,"","34.240","0.05082"
,"","34.260","0.04691"
,"","34.280","0.05437"
,"","34.300","0.05379"
,"","34.320","0.04406"
,"","34.340","0.04202"
,"","34.360","0.04027"
,"","34.380","0.03776"
,"","34.400","0.04956"
,"","34.420","0.04907"
,"","34.440","0.05155"
,"","34.460","0.05329"
,"","34.480","0.04852"
,"","34.500","0.04770"
,"","34.520","0.04942"
,"","34.540","0.05443"
,"","34.560","0.05857"
,"","34.580","0.05606"
,"","34.600","0.06352"
,"","34.620","0.05414"
,"","34.640","0.04849"
,"","34.660","0.03791"
,"","34.680","0.03368"
,"","34.700","0.03896"
,"","34.720","0.03808"
,"","34.740","0.04426"
,"","34.760","0.04272"
,"","34.780","0.04528"
,"","34.800","0.04927"
,"","34.820","0.05061"
,"","34.840","0.05918"
,"","34.860","0.05344"
,"","34.880","0.06087"
,"","34.900","0.06017"
,"","34.920","0.04738"
,"","34.940","0.04464"
,"","34.960","0.03744"
,"","34.980","0.03736"
,"","35.000","0.03916"
,"","35.020","0.04610"
,"","35.040","0.05163"
,"","35.060","0.04726"
,"","35.080","0.05373"
,"","35.100","0.05312"
,"","35.120","0.04304"
,"","35.140","0.04715"
,"","35.160","0.05198"
,"","35.180","0.05099"
,"","35.200","0.05886"
,"","35.220","0.06338"
,"","35.240","0.06244"
,"","35.260","0.06658"
,"","35.280","0.06842"
,"","35.300","0.06457"
,"","35.320","0.05166"
,"","35.340","0.04304"
,"","35.360","0.03406"
,"","35.380","0.02526"
,"","35.400","0.02337"
,"","35.420","0.01824"
,"","35.440","0.01853"
,"","35.460","0.02899"
,"","35.480","0.03019"
,"","35.500","0.04100"
,"","35.520","0.04211"
,"","35.540","0.03508"
,"","35.560","0.04149"
,"","35.580","0.04703"
,"","35.600","0.04374"
,"","35.620","0.03715"
,"","35.640","0.04618"
,"","35.660","0.05073"
,"","35.680","0.05962"
,"","35.700","0.06915"
,"","35.720","0.06880"
,"","35.740","0.06008"
,"","35.760","0.06620"
,"","35.780","0.06480"
,"","35.800","0.05222"
,"","35.820","0.04161"
,"","35.840","0.04074"
,"","35.860","0.03680"
,"","35.880","0.04406"
,"","35.900","0.04301"
,"","35.920","0.04391"
,"","35.940","0.04231"
,"","35.960","0.04825"
,"","35.980","0.04126"
,"","36.000","0.04047"
,"","36.020","0.04266"
,"","36.040","0.04307"
,"","36.060","0.04616"
,"","36.080","0.05222"
,"","36.100","0.05207"
,"","36.120","0.05152"
,"","36.140","0.04610"
,"","36.160","0.04187"
,"","36.180","0.03249"
,"","36.200","0.03537"
,"","36.220","0.03479"
,"","36.240","0.03864"
,"","36.260","0.04009"
,"","36.280","0.04076"
,"","36.300","0.04531"
,"","36.320","0.03872"
,"","36.340","0.04097"
,"","36.360","0.04691"
,"","36.380","0.05257"
,"","36.400","0.05869"
,"","36.420","0.05842"
,"","36.440","0.06647"
,"","36.460","0.06195"
,"","36.480","0.06772"
,"","36.500","0.06824"
,"","36.520","0.05644"
,"","36.540","0.05088"
,"","36.560","0.04747"
,"","36.580","0.04333"
,"","36.600","0.03459"
,"","36.620","0.02759"
,"","36.640","0.02925"
,"","36.660","0.02905"
,"","36.680","0.04015"
,"","36.700","0.04645"
,"","36.720","0.05411"
,"","36.740","0.05411"
,"","36.760","0.06300"
,"","36.780","0.06597"
,"","36.800","0.06635"
,"","36.820","0.06620"
,"","36.840","0.06239"
,"","36.860","0.06411"
,"","36.880","0.05877"
,"","36.900","0.05388"
,"","36.920","0.04895"
,"","36.940","0.04374"
,"","36.960","0.04012"
,"","36.980","0.04315"
,"","37.000","0.04234"
,"","37.020","0.03881"
,"","37.040","0.04283"
,"","37.060","0.04627"
,"","37.080","0.03995"
,"","37.100","0.03753"
,"","37.120","0.03170"
,"","37.140","0.03147"
,"","37.160","0.02736"
,"","37.180","0.03074"
,"","37.200","0.03025"
,"","37.220","0.03214"
,"","37.240","0.03753"
,"","37.260","0.04216"
,"","37.280","0.04254"
,"","37.300","0.04394"
,"","37.320","0.04208"
,"","37.340","0.05003"
,"","37.360","0.04648"
,"","37.380","0.04409"
,"","37.400","0.04549"
,"","37.420","0.04954"
,"","37.440","0.04855"
,"","37.460","0.05775"
,"","37.480","0.05839"
,"","37.500","0.06279"
,"","37.520","0.06230"
,"","37.540","0.06693"
,"","37.560","0.06734"
,"","37.580","0.06687"
,"","37.600","0.05411"
,"","37.620","0.05624"
,"","37.640","0.05187"
,"","37.660","0.05265"
,"","37.680","0.05178"
,"","37.700","0.05134"
,"","37.720","0.04869"
,"","37.740","0.05568"
,"","37.760","0.06268"
,"","37.780","0.05577"
,"","37.800","0.04123"
,"","37.820","0.04490"
,"","37.840","0.04263"
,"","37.860","0.03654"
,"","37.880","0.03488"
,"","37.900","0.03217"
,"","37.920","0.03269"
,"","37.940","0.03153"
,"","37.960","0.03077"
,"","37.980","0.02587"
,"","38.000","0.02972"
,"","38.020","0.03234"
,"","38.040","0.03115"
,"","38.060","0.03969"
,"","38.080","0.04991"
,"","38.100","0.05577"
,"","38.120","0.05595"
,"","38.140","0.04968"
,"","38.160","0.04493"
,"","38.180","0.03648"
,"","38.200","0.03068"
,"","38.220","0.02252"
,"","38.240","0.01466"
,"","38.260","0.02354"
,"","38.280","0.02844"
,"","38.300","0.03400"
,"","38.320","0.04327"
,"","38.340","0.04770"
,"","38.360","0.05487"
,"","38.380","0.04977"
,"","38.400","0.05370"
,"","38.420","0.05501"
,"","38.440","0.05105"
,"","38.460","0.04683"
,"","38.480","0.04499"
,"","38.500","0.04347"
,"","38.520","0.04371"
,"","38.540","0.04126"
,"","38.560","0.03642"
,"","38.580","0.02786"
,"","38.600","0.03450"
,"","38.620","0.03768"
,"","38.640","0.04129"
,"","38.660","0.04715"
,"","38.680","0.05289"
,"","38.700","0.05169"
,"","38.720","0.04592"
,"","38.740","0.03846"
,"","38.760","0.04391"
,"","38.780","0.04589"
,"","38.800","0.04429"
,"","38.820","0.04441"
,"","38.840","0.04595"
,"","38.860","0.05309"
,"","38.880","0.05627"
,"","38.900","0.05463"
,"","38.920","0.04951"
,"","38.940","0.04750"
,"","38.960","0.05635"
,"","38.980","0.05393"
,"","39.000","0.05090"
,"","39.020","0.04601"
,"","39.040","0.04409"
,"","39.060","0.04365"
,"","39.080","0.03561"
,"","39.100","0.03077"
,"","39.120","0.02934"
,"","39.140","0.02791"
,"","39.160","0.02628"
,"","39.180","0.03736"
,"","39.200","0.04298"
,"","39.220","0.03768"
,"","39.240","0.03517"
,"","39.260","0.03357"
,"","39.280","0.02386"
,"","39.300","0.02375"
,"","39.320","0.02666"
,"","39.340","0.02835"
,"","39.360","0.03508"
,"","39.380","0.04715"
,"","39.400","0.04770"
,"","39.420","0.03855"
,"","39.440","0.03549"
,"","39.460","0.03642"
,"","39.480","0.02818"
,"","39.500","0.02838"
,"","39.520","0.02812"
,"","39.540","0.02928"
,"","39.560","0.03663"
,"","39.580","0.04012"
,"","39.600","0.04027"
,"","39.620","0.03022"
,"","39.640","0.03182"
,"","39.660","0.03607"
,"","39.680","0.03427"
,"","39.700","0.03537"
,"","39.720","0.04091"
,"","39.740","0.04502"
,"","39.760","0.04959"
,"","39.780","0.04782"
,"","39.800","0.04519"
,"","39.820","0.03537"
,"","39.840","0.03683"
,"","39.860","0.03307"
,"","39.880","0.02754"
,"","39.900","0.02497"
,"","39.920","0.03022"
,"","39.940","0.02937"
,"","39.960","0.02692"
,"","39.980","0.02107"
,"","40.000","0.01946"
,"","40.020","0.01842"
,"","40.040","0.02238"
,"","40.060","0.02264"
,"","40.080","0.02526"
,"","40.100","0.02815"
,"","40.120","0.03100"
,"","40.140","0.03639"
,"","40.160","0.03741"
,"","40.180","0.03406"
,"","40.200","0.02955"
,"","40.220","0.02917"
,"","40.240","0.02925"
,"","40.260","0.02433"
,"","40.280","0.01734"
,"","40.300","0.01358"
,"","40.320","0.01335"
,"","40.340","0.01617"
,"","40.360","0.01629"
,"","40.380","0.01550"
,"","40.400","0.01483"
,"","40.420","0.02555"
,"","40.440","0.02949"
,"","40.460","0.02873"
,"","40.480","0.02774"
,"","40.500","0.02261"
,"","40.520","0.01786"
,"","40.540","0.01946"
,"","40.560","0.01946"
,"","40.580","0.01946"
,"","40.600","0.02421"
,"","40.620","0.02774"
,"","40.640","0.02978"
,"","40.660","0.02923"
,"","40.680","0.02008"
,"","40.700","0.01282"
,"","40.720","0.01579"
,"","40.740","0.01853"
,"","40.760","0.02550"
,"","40.780","0.03263"
,"","40.800","0.03890"
,"","40.820","0.03689"
,"","40.840","0.04184"
,"","40.860","0.04106"
,"","40.880","0.03444"
,"","40.900","0.03153"
,"","40.920","0.03657"
,"","40.940","0.03083"
,"","40.960","0.03648"
,"","40.980","0.03724"
,"","41.000","0.03179"
,"","41.020","0.02751"
,"","41.040","0.02911"
,"","41.060","0.03185"
,"","41.080","0.03383"
,"","41.100","0.03657"
,"","41.120","0.04403"
,"","41.140","0.04750"
,"","41.160","0.05192"
,"","41.180","0.04840"
,"","41.200","0.04242"
,"","41.220","0.03561"
,"","41.240","0.02829"
,"","41.260","0.02654"
,"","41.280","0.03086"
,"","41.300","0.03415"
,"","41.320","0.03465"
,"","41.340","0.03243"
,"","41.360","0.03042"
,"","41.380","0.03164"
,"","41.400","0.03523"
,"","41.420","0.03794"
,"","41.440","0.04234"
,"","41.460","0.04613"
,"","41.480","0.05356"
,"","41.500","0.05088"
,"","41.520","0.05399"
,"","41.540","0.04723"
,"","41.560","0.04033"
,"","41.580","0.05734"
,"","41.600","0.08112"
,"","41.620","0.09730"
,"","41.640","0.11516"
,"","41.660","0.12646"
,"","41.680","0.15322"
,"","41.700","0.16481"
,"","41.720","0.18842"
,"","41.740","0.17857"
,"","41.760","0.17434"
,"","41.780","0.18020"
,"","41.800","0.19008"
,"","41.820","0.17647"
,"","41.840","0.17210"
,"","41.860","0.16033"
,"","41.880","0.14917"
,"","41.900","0.12941"
,"","41.920","0.11364"
,"","41.940","0.08753"
,"","41.960","0.07760"
,"","41.980","0.06206"
,"","42.000","0.06204"
,"","42.020","0.06262"
,"","42.040","0.06941"
,"","42.060","0.06673"
,"","42.080","0.05595"
,"","42.100","0.05347"
,"","42.120","0.04700"
,"","42.140","0.04062"
,"","42.160","0.03832"
,"","42.180","0.03293"
,"","42.200","0.03450"
,"","42.220","0.04001"
,"","42.240","0.04266"
,"","42.260","0.04059"
,"","42.280","0.03826"
,"","42.300","0.03727"
,"","42.320","0.03421"
,"","42.340","0.02433"
,"","42.360","0.03188"
,"","42.380","0.03526"
,"","42.400","0.03896"
,"","42.420","0.03616"
,"","42.440","0.03768"
,"","42.460","0.03508"
,"","42.480","0.02713"
,"","42.500","0.02774"
,"","42.520","0.02451"
,"","42.540","0.02453"
,"","42.560","0.03077"
,"","42.580","0.03223"
,"","42.600","0.03310"
,"","42.620","0.03179"
,"","42.640","0.03199"
,"","42.660","0.02585"
,"","42.680","0.01990"
,"","42.700","0.02241"
,"","42.720","0.01556"
,"","42.740","0.01206"
,"","42.760","0.00457"
,"","42.780","0.01061"
,"","42.800","0.01713"
,"","42.820","0.03456"
,"","42.840","0.05219"
,"","42.860","0.05997"
,"","42.880","0.06658"
,"","42.900","0.07270"
,"","42.920","0.06192"
,"","42.940","0.05079"
,"","42.960","0.04243"
,"","42.980","0.03881"
,"","43.000","0.03010"
,"","43.020","0.03613"
,"","43.040","0.03094"
,"","43.060","0.03001"
,"","43.080","0.03534"
,"","43.100","0.04097"
,"","43.120","0.03191"
,"","43.140","0.03972"
,"","43.160","0.04516"
,"","43.180","0.04193"
,"","43.200","0.03922"
,"","43.220","0.03237"
,"","43.240","0.02299"
,"","43.260","0.02585"
,"","43.280","0.03071"
,"","43.300","0.02701"
,"","43.320","0.02631"
,"","43.340","0.03316"
,"","43.360","0.03421"
,"","43.380","0.02815"
,"","43.400","0.02576"
,"","43.420","0.01906"
,"","43.440","0.02194"
,"","43.460","0.02937"
,"","43.480","0.04184"
,"","43.500","0.04487"
,"","43.520","0.05032"
,"","43.540","0.04138"
,"","43.560","0.03980"
,"","43.580","0.03963"
,"","43.600","0.03532"
,"","43.620","0.03925"
,"","43.640","0.04718"
,"","43.660","0.05912"
,"","43.680","0.05909"
,"","43.700","0.05420"
,"","43.720","0.04936"
,"","43.740","0.04108"
,"","43.760","0.03502"
,"","43.780","0.03552"
,"","43.800","0.03039"
,"","43.820","0.03575"
,"","43.840","0.03852"
,"","43.860","0.04499"
,"","43.880","0.03773"
,"","43.900","0.03625"
,"","43.920","0.04289"
,"","43.940","0.04528"
,"","43.960","0.03709"
,"","43.980","0.03604"
,"","44.000","0.03275"
,"","44.020","0.02620"
,"","44.040","0.02273"
,"","44.060","0.02474"
,"","44.080","0.01804"
,"","44.100","0.01428"
,"","44.120","0.02066"
,"","44.140","0.02139"
,"","44.160","0.01856"
,"","44.180","0.01690"
,"","44.200","0.01742"
,"","44.220","0.02165"
,"","44.240","0.02273"
,"","44.260","0.03039"
,"","44.280","0.03240"
,"","44.300","0.04231"
,"","44.320","0.04901"
,"","44.340","0.05041"
,"","44.360","0.04907"
,"","44.380","0.04630"
,"","44.400","0.04476"
,"","44.420","0.04132"
,"","44.440","0.03022"
,"","44.460","0.02966"
,"","44.480","0.02346"
,"","44.500","0.02698"
,"","44.520","0.01923"
,"","44.540","0.01576"
,"","44.560","0.01582"
,"","44.580","0.01469"
,"","44.600","0.01425"
,"","44.620","0.01451"
,"","44.640","0.01938"
,"","44.660","0.02203"
,"","44.680","0.02115"
,"","44.700","0.01941"
,"","44.720","0.01049"
,"","44.740","0.01696"
,"","44.760","0.01824"
,"","44.780","0.01830"
,"","44.800","0.02206"
,"","44.820","0.02923"
,"","44.840","0.03325"
,"","44.860","0.03773"
,"","44.880","0.03919"
,"","44.900","0.03287"
,"","44.920","0.02719"
,"","44.940","0.02960"
,"","44.960","0.02145"
,"","44.980","0.02500"
,"","45.000","0.02975"
,"","45.020","0.02287"
,"","45.040","0.03167"
,"","45.060","0.03663"
,"","45.080","0.03934"
,"","45.100","0.03867"
,"","45.120","0.04219"
,"","45.140","0.03805"
,"","45.160","0.03733"
,"","45.180","0.04266"
,"","45.200","0.03957"
,"","45.220","0.03196"
,"","45.240","0.03706"
,"","45.260","0.03357"
,"","45.280","0.03042"
,"","45.300","0.02561"
,"","45.320","0.02550"
,"","45.340","0.02031"
,"","45.360","0.02713"
,"","45.380","0.02861"
,"","45.400","0.02876"
,"","45.420","0.02652"
,"","45.440","0.02975"
,"","45.460","0.03135"
,"","45.480","0.02867"
,"","45.500","0.02692"
,"","45.520","0.02771"
,"","45.540","0.02477"
,"","45.560","0.03051"
,"","45.580","0.02856"
,"","45.600","0.02783"
,"","45.620","0.02832"
,"","45.640","0.02538"
,"","45.660","0.02506"
,"","45.680","0.02966"
,"","45.700","0.02791"
,"","45.720","0.02617"
,"","45.740","0.02386"
,"","45.760","0.02500"
,"","45.780","0.01914"
,"","45.800","0.01710"
,"","45.820","0.01413"
,"","45.840","0.01174"
,"","45.860","0.01941"
,"","45.880","0.02689"
,"","45.900","0.02523"
,"","45.920","0.02654"
,"","45.940","0.02768"
,"","45.960","0.02465"
,"","45.980","0.02418"
,"","46.000","0.02599"
,"","46.020","0.02381"
,"","46.040","0.02768"
,"","46.060","0.02739"
,"","46.080","0.02768"
,"","46.100","0.01906"
,"","46.120","0.02302"
,"","46.140","0.02346"
,"","46.160","0.02672"
,"","46.180","0.03129"
,"","46.200","0.03246"
,"","46.220","0.02861"
,"","46.240","0.03027"
,"","46.260","0.02532"
,"","46.280","0.02011"
,"","46.300","0.01492"
,"","46.320","0.01725"
,"","46.340","0.01270"
,"","46.360","0.01364"
,"","46.380","0.01058"
,"","46.400","0.00988"
,"","46.420","0.00603"
,"","46.440","0.01221"
,"","46.460","0.01364"
,"","46.480","0.01267"
,"","46.500","0.01955"
,"","46.520","0.02025"
,"","46.540","0.01978"
,"","46.560","0.01897"
,"","46.580","0.02273"
,"","46.600","0.02491"
,"","46.620","0.02343"
,"","46.640","0.02698"
,"","46.660","0.02296"
,"","46.680","0.02159"
,"","46.700","0.02969"
,"","46.720","0.03013"
,"","46.740","0.02605"
,"","46.760","0.02066"
,"","46.780","0.02351"
,"","46.800","0.02279"
,"","46.820","0.01792"
,"","46.840","0.01734"
,"","46.860","0.01573"
,"","46.880","0.01422"
,"","46.900","0.02281"
,"","46.920","0.03036"
,"","46.940","0.03336"
,"","46.960","0.03494"
,"","46.980","0.03849"
,"","47.000","0.03511"
,"","47.020","0.02771"
,"","47.040","0.02992"
,"","47.060","0.02934"
,"","47.080","0.02226"
,"","47.100","0.03057"
,"","47.120","0.03141"
,"","47.140","0.03610"
,"","47.160","0.03698"
,"","47.180","0.03878"
,"","47.200","0.02835"
,"","47.220","0.02177"
,"","47.240","0.02564"
,"","47.260","0.02445"
,"","47.280","0.02684"
,"","47.300","0.02550"
,"","47.320","0.02858"
,"","47.340","0.03319"
,"","47.360","0.03068"
,"","47.380","0.03132"
,"","47.400","0.02194"
,"","47.420","0.01731"
,"","47.440","0.01722"
,"","47.460","0.01801"
,"","47.480","0.01655"
,"","47.500","0.01390"
,"","47.520","0.02191"
,"","47.540","0.01775"
,"","47.560","0.01847"
,"","47.580","0.02040"
,"","47.600","0.01850"
,"","47.620","0.01754"
,"","47.640","0.01495"
,"","47.660","0.01157"
,"","47.680","0.00921"
,"","47.700","0.01233"
,"","47.720","0.01305"
,"","47.740","0.00874"
,"","47.760","0.01492"
,"","47.780","0.01737"
,"","47.800","0.02159"
,"","47.820","0.02124"
,"","47.840","0.01734"
